Id,Modularity Class
4107077409,1
3386836770,8
2816420827,1
3734964004,26
3625129606,1
2932311851,1
3968287026,8
1056802609,18
3671754547,23
3634497332,8
2293270325,1
3882321720,1
902152500,1
2560443827,26
3661917151,10
2774586714,1
1896060554,18
585991998,4
1442055999,2
1695188800,1
2886141761,10
1026066243,10
4259217718,4
3168601926,25
1545406279,1
1594742311,4
2819393356,1
2881390414,2
1321404239,1
1029466325,26
840566615,8
2344135652,1
4058122074,27
3122124431,10
1220249437,2
2030540432,1
2960066404,4
2303625066,1
3523685351,1
195069804,26
2935326573,18
2882406254,10
549783407,1
3368978288,25
3712812913,1
3795453810,8
2112194419,4
3501514111,16
3544924479,26
4088137598,10
1946093439,1
3421438272,1
3311306626,25
2004715395,8
865339268,1
1997624982,8
2018281350,10
2365654919,1
1685967229,10
921601930,1
973395607,10
2912126860,1
3338447853,4
3965650832,1
474023825,4
2740258706,2
3555035027,4
3268118420,8
1445529493,8
967448217,1
4290840473,10
4006905754,10
2232036335,1
3244492701,1
901810078,2
860293023,8
1760328182,26
1065453477,1
3566372774,1
609650600,10
3903424426,10
1095174059,8
2698184620,1
556074926,8
1610090417,18
2141521842,1
4139583413,10
2443478969,10
185778506,1
4027102567,2
565282756,4
3508733894,8
2952660935,10
1067354056,27
462981065,10
4227925962,1
926517197,18
4015556558,1
585138509,27
181798864,1
1249642449,26
3760130003,2
2200700884,25
3383592917,4
1160251351,10
1709901784,1
3513059291,8
3242297308,10
3507455965,10
1333756005,10
2192476129,10
3917973475,4
1087178725,1
2700675046,8
2515732455,16
461277160,18
3074852844,26
1903167474,1
4164388851,2
4045646846,1
1596622838,27
1893795831,26
4009229939,1
1426950137,1
3334178811,10
1868105726,10
3754395647,1
947879083,1
3310736850,8
1302595591,10
3153463304,16
505284617,10
3489695754,8
4267083788,8
250808333,2
2177206286,1
3525806096,4
3994617875,10
1040746516,8
463079445,1
3605856601,23
2113865752,27
3475769369,8
1320257565,10
2639038495,1
1228539936,1
4014245921,4
674924579,18
2920220709,8
1138886696,25
1208911913,2
3201533994,10
3243345965,4
3318188080,8
1652894728,1
28608564,26
1039763509,1
3358918711,1
2298345544,1
1277036601,26
3793127482,10
2374600763,11
2737834044,1
1251018813,26
2280163391,10
2333280321,8
2659813444,10
3511846981,25
939245921,10
3984623688,8
2165147724,1
3678912866,4
1415546958,8
3418064975,8
2559379537,26
1855555666,26
837322835,18
1294043221,4
454985816,8
3177777246,10
2333345889,1
215287906,8
3187214435,2
671999805,25
3760621670,10
3908339816,1
1744144489,4
2623375469,4
901679216,1
3002745192,1
1306560627,1
462555254,1
4098754679,26
1430161529,4
259590266,2
316315327,4
2244151421,8
1722550398,1
1391921283,8
3736045700,8
3086510462,10
837060742,8
1641384071,26
1280247945,2
1351583882,26
4040132747,4
4223076492,26
257230990,2
2056423568,10
2006805528,2
2195261591,26
2128447641,1
1095469211,8
1454639260,10
4068771997,26
725117110,1
1049069729,1
604276899,1
3500247205,1
2526087334,1
2152892583,8
2687535273,4
3640985771,4
3496831069,4
3299969197,1
792296898,1
1961003186,26
2720270516,1
935734302,23
73193161,8
554724383,4
662866108,26
592385738,8
598083774,18
714836162,1
4196390603,8
1702725828,1
3542385014,4
1070986992,2
443187575,10
2733607118,1
1893039895,8
3944188117,1
4024076503,1
3497199834,10
3569649883,1
3363473629,26
3710060767,26
144017632,4
4096461025,10
919110011,26
426150116,26
877734950,4
3838154449,1
1988231548,4
3504670957,10
1490913518,27
2339997936,8
2490761974,1
2945583347,10
1217005812,1
3728115958,26
771828777,8
4186114296,8
1467451641,4
3135586687,1
2695563516,8
2054686973,1
1084655872,25
3587672323,8
1595345156,2
2604271877,10
1918273798,16
3773139208,10
1430391051,26
2102003980,1
3855288589,16
3768518927,2
2094729490,4
2241267987,18
624521468,1
817596694,2
2417920279,10
1984891161,26
211315759,8
2365950236,10
3224207608,4
4243401091,10
4149545247,4
3607136545,1
288519965,25
2056325414,10
339314984,4
876644649,10
1482474106,1
2979650424,1
3179392050,10
2644021015,8
4164356403,8
2906261813,4
668698934,1
3105425719,1
2327742777,1
3069184314,10
2963674847,8
3750791484,1
1139622282,2
1008839733,26
1752926528,2
3828580192,4
1588595013,26
3484374753,8
2519173449,4
3958638923,10
2808088910,10
3004547469,1
1340311888,1
159320402,8
3179022676,8
4267568185,4
3015012879,10
99027289,1
952043866,4
4159277403,0
2763524444,10
2770667869,8
2427127863,27
384395600,4
2911275367,26
230492523,8
1298041198,1
3624372592,10
380340593,10
1176832372,10
3622570357,10
2424342902,1
3516205431,1
2673052025,2
526944634,1
972909631,10
1419674005,2
367888769,4
2775845250,10
3401550213,1
3202615686,2
2605001793,1
1594880941,10
3532687755,1
2530216332,2
3424029069,27
3952837016,25
1615792532,1
1711638933,10
615647638,1
2305395095,10
3426430020,1
2402683290,10
3895546121,26
3860072861,4
3731196318,26
576031135,8
1594886561,10
4119005603,26
1376070726,26
892163825,1
1112942179,10
430573994,4
3456565944,26
2034043308,10
212142509,1
2966718894,1
332827056,10
516786609,26
1622444468,4
2786789813,1
3073673656,26
1502775738,4
2529987006,26
3178629567,8
3014337473,1
1947470275,8
3906669005,1
3321490509,1
3156958127,10
699131677,10
148750755,2
2471406670,1
1402571224,23
1011288537,10
538970586,1
731688015,1
3909768954,10
245729758,10
1037568480,8
1006733794,8
2420509155,10
1508274409,10
3540978149,27
3092187626,4
1705642476,1
2993723133,1
3559754225,4
3356133875,1
3463514616,26
212240890,26
4197878267,8
2497120764,26
1440907690,8
4153412095,8
3188492800,1
4058909185,1
1445890562,26
490015235,26
3108229218,10
1223131564,8
4204890635,1
440896013,1
2024606222,10
2258813357,1
3060009490,1
3170470421,1
2935491095,10
2403505924,1
2757460399,10
3764357662,8
1069681185,27
484805155,4
16058916,8
3996092967,10
4016769581,1
2303068718,1
2318830127,26
2523138608,10
883722801,8
3233286707,23
1346275893,23
2743372344,8
3541139892,1
3530361402,1
766454879,8
1796540989,4
598444609,4
804522562,8
3536718404,8
4002482757,1
3262581318,10
2220001864,10
2199296047,26
305626400,1
1841218800,8
3118400735,8
2398325328,1
176434275,26
889850455,26
2009115748,4
3147663967,10
2863270497,4
948537954,10
211847780,4
3132721765,26
2912717415,26
2602402236,1
905218666,1
707332716,4
3808266863,2
4153510513,4
2024147570,26
3699602390,8
4284680822,27
3832187512,8
2317588244,1
2115603066,1
3341388411,26
2941815420,1
242092669,23
521341570,8
3724249732,1
3776168385,27
3067251336,26
834759788,10
912624266,4
3586987638,26
2112948878,4
2143750800,10
2377157265,8
1195313810,1
3946810004,1
757045017,26
2633960088,1
1213825476,10
2245397147,26
1800768157,8
3953967557,1
148245155,1
279710372,4
3212085926,1
1076431531,10
2342713096,1
3162802864,1
1577421489,26
376244915,4
3803417268,8
2312538809,26
1964198983,1
1645005605,1
2393163316,10
1347979966,1
2913528949,1
2272824000,10
24054465,26
1729858242,27
1201539779,10
522619588,26
3385821894,10
1039469258,10
2606917590,10
828594449,26
69441792,8
2596375248,26
562760401,26
84334371,1
3082324693,10
3153529558,8
3280767704,26
2938574628,8
4068923950,25
1578601183,4
220455980,10
3564010066,8
2043972324,1
3787786984,18
452233961,1
3691055851,10
1951786289,1
956238574,26
137726704,0
520522482,10
2979348947,2
2068122358,2
4227566327,1
4161971727,4
3589489108,1
2621508347,10
4105407228,26
3273296640,1
2647947961,26
3093465862,1
524971137,1
3069283082,10
1665335767,8
4111141644,10
831785743,10
2842692368,25
3991309073,8
1593182994,4
3612379923,4
1671039764,8
59411221,1
1492618006,10
2933361431,8
2017266456,1
775981850,16
3894840091,1
3398929181,10
3758689055,26
2980907808,1
2855371227,8
2228226854,2
901470001,4
4015328044,10
256936751,2
2081033010,1
2564492083,16
261652958,10
2763393846,8
2030734138,4
2016316223,1
1999670080,1
1201162966,8
3529509701,1
538479431,1
1230932808,8
3583201423,10
3714419533,0
152628365,1
4067101521,8
2631371603,10
3801058135,10
374406648,10
264604506,1
1172999004,8
871795549,26
523766622,25
850332513,1
1512704866,1
3595966267,10
616172388,18
4162863590,8
3016461159,1
276359865,1
3278277481,8
2082737002,8
2735803244,4
3642788717,10
2967964529,26
522357618,1
3298036595,1
2233076596,1
2161281909,23
841485174,10
3480947575,8
3591670648,10
3205748543,26
295471998,4
2518322047,2
793709440,26
3467938692,8
818343062,8
1708465379,8
3373370250,1
2518059917,1
2156792720,26
814943123,26
3246492564,1
3728359918,1
3942053375,1
3896773529,10
2230913946,10
1888357276,1
3938053274,26
1621855135,4
3183676325,2
3567288817,4
706186153,18
37096363,26
1936788396,1
327846830,4
1000303773,4
3272805296,2
4251126706,26
1495927731,10
780571640,8
1341459385,1
3673492411,1
1883507645,4
3702590398,8
1231588287,2
73632706,10
4265842507,8
4101934025,1
1122643106,26
793545681,1
2172054691,10
2782582606,1
3677601637,1
1454607320,0
3831303129,1
1394707418,26
142609374,26
532286432,1
3867380706,10
3838034427,8
3741354980,1
2596244453,8
158239719,1
3040218089,4
879791083,26
1632766960,4
2787642353,1
4145548274,23
2680548800,4
1000410102,8
2580483063,1
158895097,10
2644773883,8
1759776905,1
1051429886,4
1066896383,2
1628441603,8
3828323800,10
1444610561,8
2115013640,1
1715088556,4
3071511562,16
233690967,8
3406466061,1
2232773805,8
762547220,1
387845141,26
3926952982,1
3678080023,1
697633817,1
3319716431,10
1671924763,1
128407386,8
3178578437,26
3647867936,27
2361592866,10
1984826405,8
896371750,16
2711915559,1
2040204330,10
641169764,16
578325550,4
1421315119,26
570748084,10
3848591199,25
4075555900,1
2836597821,10
2773519423,10
766872641,1
2716863555,8
2826603589,1
661818439,8
3553201224,2
2975239242,10
2726025058,1
3595111502,1
3451161680,26
4183657553,8
286363282,8
447122515,10
2430206478,26
1185680470,10
2710539351,1
3865649706,1
2154633060,1
103189594,26
3460500572,8
1701293242,26
1984597088,1
3095872016,8
2180287591,1
1148718185,10
2282359916,4
4168518765,8
1847168113,8
2185745642,26
2354457790,10
128257142,1
1854639225,10
3181841533,7
779324545,1
3380579458,26
3162573957,10
2166754438,1
764649877,8
657938284,8
621743242,1
1909230731,10
389778573,4
1369017486,1
1202293903,26
737512592,1
2521926801,10
1599802514,2
1086557333,1
1461010969,1
3502476441,4
505777307,10
1068960924,1
1157106845,1
4066380958,1
2898037921,10
1039862946,2
3673244187,10
1999889864,1
652937176,26
3198160039,0
1197533390,26
2882636969,1
2521664682,8
706590847,1
975932589,2
644115665,1
3840147807,10
2134019249,8
3892907186,1
1900219572,2
3494775989,1
2177028661,2
1358236855,26
3093499064,1
3257011387,8
186518716,8
4160818365,26
2419428545,15
1474399428,1
2524810437,18
3403680966,1
1727433930,10
3743190219,4
2885422286,1
2198113487,10
2374768504,10
3129511122,27
1749467683,7
3290107092,4
2621598926,8
3710291159,10
374508760,0
45780186,10
1140034779,1
3598978268,10
3329789149,1
1513950432,26
2412055777,1
1709378786,8
1343229155,4
3034287332,1
4144467173,1
1864928486,1
2790288593,26
3380546793,1
1388743915,7
3093761260,8
1282182381,2
2555383023,8
4014506536,8
3076492530,1
1085058259,1
1609010422,4
2809105656,10
763956473,4
472190203,4
3547827454,8
3362663637,10
2816937216,7
641764609,1
2704182533,26
3745156358,8
3958082823,10
1195665455,0
439446743,26
529206540,10
3337227533,8
2379549966,10
2784955664,4
4267838737,1
2054163732,8
748479334,1
977145110,26
3695950091,26
1944257510,1
2823032090,4
885198107,1
2832305436,4
3600649501,10
3877342495,8
3488786306,27
366284065,4
3633188131,26
894930213,10
4215016743,10
3830254891,26
3821283601,4
2061438253,1
1719872794,1
1485245744,26
3827174706,8
2071366964,1
2893745461,2
452070711,2
2115917083,10
2473528636,1
2039818683,1
1087865397,26
1834552640,10
1788751072,10
3738668357,8
594414918,1
916163915,10
889130318,10
1256688975,8
3818458448,26
3573049075,2
4013329747,8
1742703958,10
2929790296,8
803573081,1
2012482908,25
3436547421,10
4061468560,16
2221182306,2
2608631139,8
3302198628,26
3610840422,1
3835825511,26
3634400617,10
3883378962,1
3334802795,1
1740639596,1
3951400850,10
2098709819,1
3577220464,10
1348078961,8
953519474,10
2426342771,10
3261271413,27
2994900342,27
3845819768,1
1065618809,2
1377944127,4
975408509,26
1958088062,8
2658078079,4
3521176794,4
2105871745,8
3681619331,26
2553042838,10
4091350406,8
1754710762,8
701322153,4
4116024719,26
4271771024,1
2161178537,1
4189130130,10
2882022639,26
3409869975,4
1950158237,23
2158431646,1
3471183264,8
3583544737,10
1266781603,1
328633764,8
437718437,1
2189987238,25
3311040869,1
211029416,0
2885258665,10
3848703402,27
3073576363,10
1606061487,26
460295600,18
3621543676,8
989892018,4
3914247411,18
2226499040,4
573902262,4
1391594938,1
208276923,8
2511015357,10
762960345,26
906366402,10
3431108039,10
4024405448,1
2664598985,25
3352464844,2
2560298447,1
194809296,26
2367786449,8
2552565203,26
1474006485,4
1965355754,1
688178037,10
1523781083,26
3214020061,8
698519006,27
1146785249,1
4222553570,10
3595898341,10
2580057575,26
3369078248,1
3648228841,25
239668716,1
1933315569,1
773164530,0
1250889205,1
3817049590,10
403541495,27
1794772472,10
1155403257,1
957099263,8
669519356,8
1411649021,1
2287963646,26
739675647,1
2611744256,23
173608450,8
2016611846,1
368741896,25
325914121,25
3001585163,1
3171094030,10
361393411,1
3201040981,1
187357102,18
3358101016,2
1623548203,1
1934921242,1
